Unnamed: 0_x,caption,likes,comments,date,url,likes/followers,comments/followers,username,Unnamed: 0_y,followers,following,bio,posts
38,"Osmanthus Season🌼
Osmanthus is a Chinese flower with a light floral taste that can smooth and relax the mind! Our new drink, Osmanthus Honey Oolong Milk Tea, uses our new medium roasted oolong to add a mellow flavor! Don’t miss it✨
#boba #bobatea #bubbletea #milktea #flowertea #boston #bostonnfoodies #bostonrestaurants",5,0,2023-09-20T15:15:15,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/380352939_18013509562869243_1207392230553113432_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=59DljuCtKwgAX8X8QUQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE5NjA4MzkyMDU1MDIxOTM4Mw%3D%3D.2-ccb7-5&oh=00_AfBov8z7PMxuMsQ_J-FmuVNo_xAovNzLpyor2NTHdiTTnA&oe=65D51CB5&_nc_sid=fc8dfb,0.0016361256544502,0.0,tenoneteahouse_us,3,3056,39,"279 Newbury Street, Boston
1323 Boylston Street, Boston
421 Artisan Way, Somerville
105 Bond Square, Watertown
216 Thayer Street, Providence",130
39,"🪻Lavender Season
The seasonal product - Lavender Fizz, is available in all locations✨Enjoy the summer vibe with refreshing drinks😍

#boba #bobatea #bobalove #bubbletea #bobamilktea #milktea #milktealover #milkteashop #lavender #summervibes #summerdrinks",13,1,2023-07-04T01:47:41,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/358104940_18003730867869243_5058341950845984180_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=IPFuOprUpBgAX9LvYQ8&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzEzOTE0NDk1NjI4MjgwOTA4OA%3D%3D.2-ccb7-5&oh=00_AfAEDKM87ytfYANBlYnug75YbYMu-jVctMNW_D3XvUJapw&oe=65D6D453&_nc_sid=fc8dfb,0.0042539267015706,0.00032722513089,tenoneteahouse_us,3,3056,39,"279 Newbury Street, Boston
1323 Boylston Street, Boston
421 Artisan Way, Somerville
105 Bond Square, Watertown
216 Thayer Street, Providence",130
40,"Just a boba, a smile, and endless possibilities.

@tigersugar.usa 
.
.
.
.
.
#cinematiclook #visualgrams #cinema_streets #picturesofnewyork
#newyork_instagram #moody_shotz_
#nycprimeshot #streetclassics
#streetshared #what_i_saw_in_nyc  #cityscapes #cityphotography #ig_nycity #streetgrammers10k #illGrammers #travelnyc #streets_vision5k #co10k #newyork_ig #everybodystreet
#life_is_street #n8zine #streetmobs
#madewithlightroom
#newyork_world #deceptive_cities
#thinkverylittle #filmic_streets #street_ninjas",1415,130,2024-02-01T00:54:14,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/423417353_893793475758852_601587359704156531_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=e3zRUb7DKnkAX8YdxuL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBs2P07tTtCJFPVKrmGjMxEY91KasS7gBEQXqvZgaZhGw&oe=65D5BA6F&_nc_sid=bc0c2c,0.025398022005636,0.0023333871807298,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
41,Who are you staying here with? 🙋‍♀️ #bubbletea #boba #tigersugar #bobatea,1248,51,2024-01-26T00:02:32,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/422440459_2020519475002103_1349670687097099633_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=LjFxrGt-LFwAX8xdyrZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA7rBuJCnBFZpRGgfRsRUB8w8k8Jo_vjWD-Y-KixNZvOQ&oe=65D5832B&_nc_sid=bc0c2c,0.0224005169350061,0.0009154057401324,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
42,"Hold onto your straws! We unleashed the biggest boba yet, and your reactions were epic! 🎤 @taylorelajas 

Where should we bring the jumbo joy next? Let us know in the comments!

#tigersugar #boba #bubbletea #bobatea #milktea #bobamilktea #bobalife #bobalove #foodie #bobatime #brownsugar #coffee #bobalover #bobaaddict",491,6,2023-12-14T23:43:28,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/410055555_872483090925545_3824182051333827283_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=UNa6UD9pzJUAX_s-cEf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVEcXS455M2iURvPxtPA1kJPJmWHB8DKiDjzzPPX03uA&oe=65D6DBD0&_nc_sid=bc0c2c,0.0088130238902949,0.0001076947929567,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
43,"Introducing the JUMBO BOBA – Where Bigger is Always Better! 

Prepare to be amazed by the sheer size of our Jumbo Boba! It's like having a whole boba party in your mouth. Each sip is a delightful explosion of flavor and texture, guaranteed to satisfy your boba cravings. These boba, unlike our tapioca balls, are made from coffee and jelly.

📣 NEW STORE OPENING
12/2/23 TIGER SUGAR 135-45 Roosevelt Ave, Flushing, NY 11354

#tigersugar #boba #bubbletea #bobatea #bobalife #bobalove #bobatime",1326,45,2023-11-22T01:00:34,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/402880726_756864856458364_4122303334376405498_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=81CBBArakyIAX-2NVGs&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI0MTMxNDYxNDM5Mzg1Nzg1NA%3D%3D.2-ccb7-5&oh=00_AfDoD35DPWjKT1EdTbyfs88WW8hRuFsDH6eUDKQb0DJ5xA&oe=65D56141&_nc_sid=fc8dfb,0.023800549243444,0.0008077109471757,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
44,"🎃 It's a fake flavor that dreams are made of. Should we make this a reality?

#pumpkin #pumpkinspice #TigerSugar #boba #milktea #bubbletea #bobalover",1135,34,2023-09-19T00:45:11,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/376258162_715087627302754_8918102477749056592_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44MTl4MTAyMy5zZHIifQ&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=qjknpjx2vsUAX94yc3R&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE5NDkyMTIyNDYyNjQ0NjcyMA%3D%3D.2-ccb7-5&oh=00_AfBAJatJHc6cPLzOtOwnwXWsxUbbT8A7pXMbMZCZX0F4mg&oe=65D6D1EA&_nc_sid=fc8dfb,0.0203722650009872,0.0006102704934216,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
45,"Don't miss your chance to own a limited-edition Hello Kitty cup holder!

These adorable cup holders are only available for a short time, so hurry to TIGER SUGAR and get yours today. Choose from a variety of colors and designs, all featuring your favorite Sanrio character.

Once they're gone, they're gone for good! So don't miss out on this chance to own a piece of Hello Kitty history.

* To check availability, please contact your nearest Tiger Sugar store.

📷 Cred: @pisceskaa

#HelloKittyxTigerSuger #HelloKittyCrush #TigerSugar #boba #milktea #bubbletea #bobalover #hellokitty #hellokittylover #hellokittyaddict",1152,20,2023-09-15T00:00:08,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/370370976_709378987873618_6968476110432861048_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTIzeDE0MDMuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=iSE19L2Tx-sAX-ZJHib&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE5MTk5OTQ0NDA4MTMyMjc3Ng%3D%3D.2-ccb7-5&oh=00_AfCS9UlGN2S6S9yJoNXeTuoFn9fbAEY3kdD-zD3UOzhQ9w&oe=65D69919&_nc_sid=fc8dfb,0.020677400247698,0.0003589826431892,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
46,"Hold on to your boba, we're bringing you the cutest cup holders ever! Our limited-edition Hello Kitty cup holders are the perfect way to show your love of boba and @HelloKitty. Choose from a variety of colors and designs, all featuring your favorite Sanrio character.

But hurry, these cup holders are only available while supplies last! So what are you waiting for? Head to your nearest TIGER SUGAR and get your hands on these adorable cup holders today!

* To check availability, please contact your nearest Tiger Sugar store.

#HelloKittyxTigerSuger #HelloKittyCrush #TigerSugar #boba #milktea #bubbletea #bobalover #hellokitty #hellokittylover #hellokittyaddict",1598,27,2023-09-09T00:00:09,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/370292559_709374037874113_3955718681168251482_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNzcyeDE3NzMuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=5PQqG0JThgEAX9Pr6Kb&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE4NzY1MDc5NzY2MzQxMzkxOA%3D%3D.2-ccb7-5&oh=00_AfAFY-IALjT9jNLKdZ4hfOry3jUSeNzXX3sxQaxWIooP0w&oe=65D5E8C3&_nc_sid=fc8dfb,0.0286827131908172,0.0004846265683054,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
47,"Say hello to the sweetest collab of the summer! TIGER SUGAR and @HelloKitty have teamed up to create the ultimate boba tea experience. Our limited-edition Hello Kitty Crush drink is made with sweet strawberry milk cream, boba pearls, and strawberry flavored chips. It's the perfect way to cool down on a hot day and celebrate your love of Hello Kitty.

Available now at all TIGER SUGAR USA locations! So what are you waiting for? Head to your nearest TIGER SUGAR and try the new Hello Kitty Crush drink today!

#HelloKittyxTigerSuger #HelloKittyCrush #TigerSugar #boba #milktea #bubbletea #bobalover #hellokitty #hellokittylover #hellokittyaddict",1391,26,2023-08-27T00:00:09,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/363367774_691772782967572_2971164753337485158_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNzcyeDE3NzIuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=t2fE0oeNJIgAX-ReO_l&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE3ODIyODcxNzM2NzU3ODk0Ng%3D%3D.2-ccb7-5&oh=00_AfCY6PHiTIlXf3ViaKPD3yo4Y3TCdHtoDAcuhEmXTQTAeg&oe=65D6D9B4&_nc_sid=fc8dfb,0.0249672428338089,0.0004666774361459,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
48,"Calling all @HelloKitty fans! We're so excited to announce our new limited-edition Hello Kitty cups! These adorable cups are perfect for your next boba tea order. Choose from a variety of colors and designs, all featuring your favorite Sanrio character.

Which cup is your favorite? Let us know in the comments below! And don't forget to tag a friend who loves Hello Kitty!

#HelloKittyxTigerSuger #HelloKittyCrush #TigerSugar #boba #milktea #bubbletea #bobalover #hellokitty #hellokittylover #hellokittyaddict",1243,34,2023-08-20T14:11:20,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/363382449_691771906300993_7216508645066253405_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNzcyeDE3NzIuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=S7-jwkuYkLUAX_kmDww&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE3MzU4MzY5NjY0MDMyNTg3Mw%3D%3D.2-ccb7-5&oh=00_AfBEWD3N1q-ga6evXt81C0lAYkQsnQpaMWRSb5A36acJfg&oe=65D54A95&_nc_sid=fc8dfb,0.0223107712742088,0.0006102704934216,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
49,"🎉 TIGER SUGAR x @hellokitty Contest CLOSED 🎉

🏆 PRIZES 🏆
🥇 Grand Prize (1 Winner): Set of 4 Hello Kitty x TIGER SUGAR Cupholders and 4 matching cups.
Winner: @ez2bnice

🥈 Runner-Up Prizes (10 Winners): Set of 2 cupholders and 2 cups each, available in either black or pink.
Winners:
@lovelyhaeran
@i.heart.hk
@0.nasstyworld.0
@pattycakesx3
@xpo2bee
@daniielagonzallez
@jas.mine.xu
@dillydallysillysally
@nosleeptillbrookelynn.part2
@qtxannax

You must be a U.S. resident 18 years of age or older. Winners must respond to the DM from @tigersugar.usa by October 19, 2023 at 10:00 PM PST. Beware of scams: We will never ask you for money in order to claim your prize.

#HelloKittyxTigerSuger #HelloKittyCrush #TigerSugar #boba #milktea #bubbletea #bobalover #hellokitty #hellokittylover #hellokittyaddict",5179,7793,2023-08-19T14:00:53,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/365237577_695278202617030_701669044091145396_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4OTAwLnNkciJ9&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=QWwxzKwKTQUAX-99eO0&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE3Mjg1MzY2NjM2ODY2ODc5Nw%3D%3D.2-ccb7-5&oh=00_AfCZB9cnJ2ZOxsUBLj2lWGVoFKcbtWQfZjdJnp6Wjt06sQ&oe=65D6D4CA&_nc_sid=fc8dfb,0.0929585554538438,0.1398775869186724,tigersugar.usa,4,55713,307,"🥇TIGER SUGAR: Where tradition meets innovation, crafting globally-loved, iconic boba delights. Sip until the extraordinary 🐅",1044
50,"Starting November, we will stop to book any bloggers or winners for Fridays, Saturdays & Sundays & HOLIDAYS (we can’t redeem on Dec 24-26 & Dec 30- Jan 2) But on Mondays, Tuesdays, Wednesdays & Thursdays, we welcome all winners and bloggers. Last min booking is fine -just leave us a direct message on Instagram 😊thank you for your understanding 🙏 & thank you for all your support",21,0,2023-11-01T20:07:21,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/396250188_17977263308553970_4392759359977415915_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=yDSl2bjSk10AX_a-x0b&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzIyNjY3MTUyMzkyMDM3NjY5MA%3D%3D.2-ccb7-5&oh=00_AfCXGIQ646YOmT_tZEFIlc1z-Xm4s84cvr_lfN7cSVLsDw&oe=65D5D37E&_nc_sid=fc8dfb,0.0155555555555555,0.0,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
51,"preTEA shot @superemoji_usa 

📸thank you @inphynity",6,1,2024-02-15T20:34:16,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426507458_17990385878553970_3650168463841298248_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=ZpCxaAw4H5sAX-BvYGT&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMzUxMTI5NzA4NDcxMDE1Mg%3D%3D.2-ccb7-5&oh=00_AfC93n4AhghvplAjrg7wu7l4UzizFfJF3RqhMHXGIIDQRA&oe=65D562A0&_nc_sid=fc8dfb,0.0044444444444444,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
52,Cloud ☁️ Like Iced Cheesecake 🍰 @superemoji_usa,10,2,2024-02-15T20:29:37,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426525847_17990384543553970_6130071187978025715_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=NWMvsceagi4AX_pCEbP&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMzUwODk1ODg2MDg0ODIwMA%3D%3D.2-ccb7-5&oh=00_AfAZyD5DZiC1UxFvmiOCI6t62ClBWUg3f7rVqHF0k-lwxw&oe=65D67152&_nc_sid=fc8dfb,0.0074074074074074,0.0014814814814814,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
53,What a warm weekend ☀️summer is almost here 🥹?,6,1,2024-02-11T22:11:46,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/427829041_17989957769553970_8259618758147694412_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=OJ-gGbaWU7wAX-vsA8p&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMDY2MTI2NjA0ODgxMjY4Nw%3D%3D.2-ccb7-5&oh=00_AfD6_rJT7wrTybAj6pbv56HY6uo6cMntJa0MmKMg62wF2w&oe=65D606A8&_nc_sid=fc8dfb,0.0044444444444444,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
54,"Happy Lunar New Year 🧧 to everyone from SuperEmoji USA 🇺🇸 

We open regular hours throughout the Chinese New Year and next weekend long weekend too! 

SuperEmoji 
📍217 Newbury St. Boston
📞617-936-4025
www.SuperEmojiUSA.com

Order in Store NOW
(Dine-in only)",20,1,2024-02-10T02:15:39,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/427021835_17989750829553970_4212845132614496211_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=VWfVGnMXQPwAX-yY1T7&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfCbhV0BjODEBpjhqe5DCw-pUT0pTLyGDAMljYg5ibLPZQ&oe=65D57C1D&_nc_sid=bc0c2c,0.0148148148148148,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
55,"Boba Date 🧋🧋? 
Yes, Please @superemoji_usa",8,1,2024-02-07T02:53:53,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/425805463_17989440452553970_1076451775601135484_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=xEO0Zq_dkmcAX_QrkPa&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5NzE3OTM4Mzc2NzUxNTg1Mg%3D%3D.2-ccb7-5&oh=00_AfBBbXoiaBjsvy3BvOMLVvtJAxtodY4kPy5eXkZtYxNWZg&oe=65D5E65B&_nc_sid=fc8dfb,0.0059259259259259,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
56,"Cutest Boba 🧋 ever @superemoji_official 

📸thank you @kw_bites",9,1,2024-02-04T23:19:30,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/425631959_17989218878553970_5041277528386692689_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=WmEFiN4_1_8AX8LkdHp&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5NTYyMTkyODk3NzUxNTk3Mg%3D%3D.2-ccb7-5&oh=00_AfC9K-6hjrKI1CjNItmRyYM0Uwd2rWSfmGaDakZowFFT_w&oe=65D5CC4A&_nc_sid=fc8dfb,0.0066666666666666,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
57,"Delight in the heavenly layers of flaky pastry and creamy custard with our Portuguese Egg Tart – a sweet treat that’s simply irresistible! 🥧✨

SuperEmoji 
📍217 Newbury St. Boston
📞617-936-4025
www.SuperEmojiUSA.com",9,2,2024-02-02T05:08:33,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/424780805_17988900245553970_5489716459939482737_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=SOqxSzzeNM8AX9CyDS6&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5MzYyMzI4Nzc2NTA1MjA0NQ%3D%3D.2-ccb7-5&oh=00_AfBLXVAC5kTpRZeyiz_PX-Ocnv00jno450E7HUzxL-eVBw&oe=65D51414&_nc_sid=fc8dfb,0.0066666666666666,0.0014814814814814,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
58,Sip on the cuteness overload with our LYCHEE Slush featuring CRYSTAL Boba at @superemoji_usa. 🧋🥹🥹,10,1,2024-01-31T04:55:19,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/424632645_17988686417553970_8707666048908627339_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=V_8iUhvSu_IAX_hXtOR&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5MjE2NzA3NTA2ODQ3OTQ5OA%3D%3D.2-ccb7-5&oh=00_AfAr4LRqPffcDl-gl6U2he62r5tzeQm1lpGXRUDzGKgXkQ&oe=65D5200F&_nc_sid=fc8dfb,0.0074074074074074,0.0007407407407407,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
59,"Gratitude for showcasing our buckets of joy! Wishing everyone a fantastic weekend filled with happiness and delightful moments. 🧋🧋 #ThankYou #WeekendVibes @superemoji_usa 

📸 thank you @dimsumnails",13,2,2024-01-28T15:47:01,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/422708746_17988417734553970_6263533813203697644_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzI3eDE2NTkuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-cvt06lIm_MAX9WI9_M&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5MDMyMDc1NjYzMzQzOTU0NQ%3D%3D.2-ccb7-5&oh=00_AfCDeUjtSf3BkVxO3mHDJ-O5U-YXF0uVHIXYU7olicr74w&oe=65D5D83E&_nc_sid=fc8dfb,0.0096296296296296,0.0014814814814814,superemoji_usa,5,1350,146,"Super Emoji US Official Account
🥛Mochi Milk Tea
🍇Fresh Fruit Tea
🥤Oak Milk Tea
🧀Cheese Foam Tea
“Which Emoji Are You?”😄😡☹️😊
Order @ superemojiusa.com",170
60,"Giveaway Alert! 🔔 ZERO& wishes everyone a Happy Lunar New Year!

Thank you all for your support over the past year. As the Year of the Dragon approaches, we have prepared 2,000 Red Envelopes for you. Wishing you all the best in the Year of the Dragon, good health, and prosperity!

⏰Starting February 8th, for every purchase of 2 items at ZERO& stores, including any one of the following: “Orange Bliss Milk Tea,” “Orange Zest Green Tea,” or “Strawberry Red Velvet Mini Box Cake,” you will receive one free red envelope.
🧧Each red envelope contains a small surprise!
📍Participating stores: ZERO& locations in Northern California and Boston.

The Strawberry Red Velvet Mini Box Cake is Hanabi’s limited edition cake for the Spring Festival, available in limited quantities at each store. Get yours before they sell out! 🎉

Wishing everyone vitality and energy! We look forward to celebrating the New Year with you in person! 🐉",218,1,2024-02-08T17:51:32,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426154213_17998857779586901_7251855391034849264_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=greKshU5O3YAX9kY46e&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfD1KyH2d7gMDXBUc4glNx6nF4QOe2qo-_8YNY8awAyq6w&oe=65D5500C&_nc_sid=bc0c2c,0.0143373890167707,6.576783952647156e-05,0andco,6,15205,1813,"🍵Reimagine Tea & Boba
0️⃣Calorie Sugar & More Real Fruits
📍Bay Area, SoCal, Boston
📱Download ZERO& app to get your first drink on us!",532
